"provider","code","type","name","logo","direct","redirect","account_provider","account_accountId","account_jsUrl","account_apiKey","currencies","country"
"DLOCAL","WP","BANK_TRANSFER","Banco Falabella","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Banco Estado","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Banco Bice","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Banco Security","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Banco Consorcio","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Banco Ripley","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","ScotiaBank","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","WP","BANK_TRANSFER","Coopeuch","https://pay.dlocal.com/views/2.0/images/payments/WP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","Visa","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","MasterCard","https://pay.dlocal.com/views/2.0/images/payments/MC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","Diners Club","https://pay.dlocal.com/views/2.0/images/payments/DC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","American Express","https://pay.dlocal.com/views/2.0/images/payments/AE.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","Presto","https://pay.dlocal.com/views/2.0/images/payments/PR.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","CMR","https://pay.dlocal.com/views/2.0/images/payments/CM.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","CARD","CARD","Magna","https://pay.dlocal.com/views/2.0/images/payments/MG.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CL"
"DLOCAL","EY","TICKET","Efecty","https://pay.dlocal.com/views/2.0/images/payments/EY.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","DA","TICKET","Davivienda","https://pay.dlocal.com/views/2.0/images/payments/DA.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","BU","TICKET","Baloto","https://pay.dlocal.com/views/2.0/images/payments/BU.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","PSE","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Bancolombia","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Agrario","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Av Villas","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Caja Social","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Colpatria","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Corpbanca S.A","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco de Bogota","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco de Occidente","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco GNB Sudameris","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Pichincha S.A.","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Popular","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Procredit","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Bancolombia","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Bancoomeva S.A.","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","BBVA Colombia S.A.","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Citibank","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Helm Bank S.A.","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","PC","BANK_TRANSFER","Banco Falabella","https://pay.dlocal.com/views/2.0/images/payments/PC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","Visa","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","MasterCard","https://pay.dlocal.com/views/2.0/images/payments/MC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","Amex","https://pay.dlocal.com/views/2.0/images/payments/AE.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","Diners","https://pay.dlocal.com/views/2.0/images/payments/DC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","Visa Debit","https://pay.dlocal.com/views/2.0/images/payments/VD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","CARD","CARD","MasterCard Debit","https://pay.dlocal.com/views/2.0/images/payments/MD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","CO"
"DLOCAL","EF","TICKET","Pago Efectivo","https://pay.dlocal.com/views/2.0/images/payments/EF.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","PE"
"DLOCAL","BC","BANK_TRANSFER","BCP","https://pay.dlocal.com/views/2.0/images/payments/BC.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","PE"
"DLOCAL","IB","BANK_TRANSFER","Interbank","https://pay.dlocal.com/views/2.0/images/payments/IB.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","PE"
"DLOCAL","BP","BANK_TRANSFER","BBVA","https://pay.dlocal.com/views/2.0/images/payments/BP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","PE"
"DLOCAL","CARD","CARD","Visa Debit","https://pay.dlocal.com/views/2.0/images/payments/VD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","PE"
"DLOCAL","RE","TICKET","Red Pagos","https://pay.dlocal.com/views/2.0/images/payments/RE.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","UY"
"DLOCAL","AI","TICKET","Abitab","https://pay.dlocal.com/views/2.0/images/payments/AI.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","UY"
"DLOCAL","BL","TICKET","Boleto","https://pay.dlocal.com/views/2.0/images/payments/BL.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","I","BANK_TRANSFER","Itau","https://pay.dlocal.com/views/2.0/images/payments/I.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","B","BANK_TRANSFER","Bradesco","https://pay.dlocal.com/views/2.0/images/payments/B.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","BB","BANK_TRANSFER","Banco do Brasil","https://pay.dlocal.com/views/2.0/images/payments/BB.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Visa","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","MasterCard","https://pay.dlocal.com/views/2.0/images/payments/MC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Elo","https://pay.dlocal.com/views/2.0/images/payments/EL.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Hipercard","https://pay.dlocal.com/views/2.0/images/payments/HI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Cartao MercadoLivre","https://pay.dlocal.com/views/2.0/images/payments/ML.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","American Express","https://pay.dlocal.com/views/2.0/images/payments/AE.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","JCB","https://pay.dlocal.com/views/2.0/images/payments/JC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Aura","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","CARD","CARD","Discover","https://pay.dlocal.com/views/2.0/images/payments/DI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","BR"
"DLOCAL","PF","TICKET","Pago Fácil","https://pay.dlocal.com/views/2.0/images/payments/PF.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","RP","TICKET","Rapi Pago","https://pay.dlocal.com/views/2.0/images/payments/RP.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","SI","BANK_TRANSFER","Santander Rio","https://pay.dlocal.com/views/2.0/images/payments/SI.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Visa","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","MasterCard","https://pay.dlocal.com/views/2.0/images/payments/MC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","American Express","https://pay.dlocal.com/views/2.0/images/payments/AE.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Diners","https://pay.dlocal.com/views/2.0/images/payments/DC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","CMR Falabella","https://pay.dlocal.com/views/2.0/images/payments/CM.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Tarjeta Naranja","https://pay.dlocal.com/views/2.0/images/payments/NJ.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Tarjeta Shopping","https://pay.dlocal.com/views/2.0/images/payments/TS.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Nativa","https://pay.dlocal.com/views/2.0/images/payments/NT.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Cencosud","https://pay.dlocal.com/views/2.0/images/payments/CS.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Cabal","https://pay.dlocal.com/views/2.0/images/payments/CL.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Argencard","https://pay.dlocal.com/views/2.0/images/payments/AG.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Cordial","https://pay.dlocal.com/views/2.0/images/payments/CO.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Cordobesa","https://pay.dlocal.com/views/2.0/images/payments/CB.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Visa Debit","https://pay.dlocal.com/views/2.0/images/payments/VD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","MasterCard Debit","https://pay.dlocal.com/views/2.0/images/payments/MD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Maestro Debit","https://pay.dlocal.com/views/2.0/images/payments/MS.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","AR"
"DLOCAL","CARD","CARD","Visa","https://pay.dlocal.com/views/2.0/images/payments/VI.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","ZA"
"DLOCAL","CARD","CARD","Mastercard","https://pay.dlocal.com/views/2.0/images/payments/MC.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","ZA"
"DLOCAL","CARD","CARD","Visa Debit","https://pay.dlocal.com/views/2.0/images/payments/VD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","ZA"
"DLOCAL","CARD","CARD","Mastercard Debit","https://pay.dlocal.com/views/2.0/images/payments/MD.png","1","0","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","ZA"
"DLOCAL","IO","BANK_TRANSFER","ACH","https://pay.dlocal.com/views/2.0/images/payments/IO.png","0","1","DLOCAL","101","https://js-sandbox.dlocal.com","https://sandbox.dlocal.com","BRL,MXN,ARS,CLP,COP,PEN,UYU,ZAR","ZA"
